"fdc_id","nutrient_id","amount"
"167769","1003","0.69"
"167769","1005","10.45"
"167769","1008","42"
"167770","1004","0.21"
"167770","1003","0.73"
"167770","1005","21.07"
"167770","1008","83"
"167771","1003","0.1"
"167771","1004","0.13"
"167771","1005","11.3"
"167771","1008","46"
"167772","1003","0.17"
"167772","1004","0.1"
"167772","1005","11.27"
"167772","1008","42"
"167773","1004","0.18"
"167773","1005","19.91"
"167773","1008","76"
"167773","1003","0.18"
"167774","1003","0.5"
"167774","1004","0.1"
"167774","1005","9.2"
"167774","1008","39"
"167775","1004","0.1"
"167775","1005","11.54"
"167775","1008","47"
"167775","1003","0.14"
"167776","1003","0.39"
"167776","1004","0.16"
"167776","1005","15.01"
"167776","1008","63"
"167777","1004","0.14"
"167777","1005","14.94"
"167777","1008","62"
"167777","1003","0.33"
"167778","1003","0.36"
"167778","1004","0.09"
"167778","1005","16.1"
"167778","1008","67"
"167779","1004","0.1"
"167779","1005","15.79"
"167779","1008","66"
"167779","1003","0.44"
"167780","1003","2.1"
"167780","1004","0.2"
"167780","1005","65.1"
"167780","1008","257"
"167781","1003","0.34"
"167781","1004","0.07"
"167781","1005","82.74"
"167781","1008","322"
"167782","1005","17.6"
"167782","1008","69"
"167782","1004","0.1"
"167782","1003","1.5"
"167783","1003","2.3"
"167783","1004","2"
"167783","1005","23.9"
"167783","1008","111"
"167784","1005","16.25"
"167784","1008","63"
"167784","1003","0.09"
"167784","1004","0.06"
"167785","1005","13.12"
"167785","1008","51"
"167785","1004","0.06"
"167785","1003","0.11"
"167786","1003","0.09"
"167786","1004","0.12"
"167786","1005","14.73"
"167786","1008","57"
"167787","1004","0.29"
"167787","1005","13.13"
"167787","1008","54"
"167787","1003","0.15"
"167788","1003","0.56"
"167788","1004","1.28"
"167788","1005","22.79"
"167788","1008","95"
"167789","1004","1.16"
"167789","1003","0.66"
"167789","1005","16.97"
"167789","1008","73"
"167790","1004","0.22"
"167790","1005","5.9"
"167790","1008","25"
"167790","1003","0.44"
"167791","1003","1.78"
"167791","1004","1.26"
"167791","1005","7.56"
"167791","1008","44"
"167792","1004","0.08"
"167792","1005","12.2"
"167792","1008","51"
"167792","1003","0.41"
"167793","1003","0.2"
"167793","1004","0.18"
"167793","1005","15.22"
"167793","1008","63"
"167794","1004","0.12"
"167794","1005","11.54"
"167794","1008","49"
"167794","1003","0.68"
"167795","1003","0.42"
